id,category,term,origin,relation,definition,example,exampleSource,otherMeanings,sourcePages,dictionaryCode
relation-432614-6,어휘 관계,부르다,,다의 관계,구호나 만세 따위를 소리 내어 외치다.,만세를 부르다.,표준국어대사전 용례,,1,432614
relation-432614-8,어휘 관계,부르다,,다의 관계,어떤 행동이나 말이 관련된 다른 일이나 상황을 초래하다.,화는 또 다른 화를 부른다.,표준국어대사전 용례,,1,432614
relation-159011-1,어휘 관계,붓다,,동음이의어 안에서 다의 관계,살가죽이나 어떤 기관이 부풀어 오르다.,얼굴이 붓다.,표준국어대사전 용례,"액체나 가루 따위를 다른 곳에 담다. | 모종을 내기 위하여 씨앗을 많이 뿌리다. | 불입금, 이자, 곗돈 따위를 일정한 기간마다 내다. | 시선을 한곳에 모으면서 바라보다.",10,159011
relation-159011-2,어휘 관계,붓다,,동음이의어 안에서 다의 관계,(속되게) 성이 나서 뾰로통해지다.,왜 잔뜩 부어 있나?,표준국어대사전 용례,"액체나 가루 따위를 다른 곳에 담다. | 모종을 내기 위하여 씨앗을 많이 뿌리다. | 불입금, 이자, 곗돈 따위를 일정한 기간마다 내다. | 시선을 한곳에 모으면서 바라보다.",10,159011
relation-437210-1,어휘 관계,붓다,,동음이의어 안에서 다의 관계,액체나 가루 따위를 다른 곳에 담다.,자루에 밀가루를 붓다.,표준국어대사전 용례,살가죽이나 어떤 기관이 부풀어 오르다. | (속되게) 성이 나서 뾰로통해지다.,10,437210
relation-437210-2,어휘 관계,붓다,,동음이의어 안에서 다의 관계,모종을 내기 위하여 씨앗을 많이 뿌리다.,모판에 볍씨를 붓다.,표준국어대사전 용례,살가죽이나 어떤 기관이 부풀어 오르다. | (속되게) 성이 나서 뾰로통해지다.,10,437210
relation-437210-3,어휘 관계,붓다,,동음이의어 안에서 다의 관계,"불입금, 이자, 곗돈 따위를 일정한 기간마다 내다.",은행에 적금을 붓다.,표준국어대사전 용례,살가죽이나 어떤 기관이 부풀어 오르다. | (속되게) 성이 나서 뾰로통해지다.,"10,11",437210
relation-437210-4,어휘 관계,붓다,,동음이의어 안에서 다의 관계,시선을 한곳에 모으면서 바라보다.,소년은 수평선에 눈을 부은 채 움직이지 않았다.,표준국어대사전 용례,살가죽이나 어떤 기관이 부풀어 오르다. | (속되게) 성이 나서 뾰로통해지다.,"10,11",437210
relation-168532-1,어휘 관계,빌다,,동음이의 관계,남의 물건을 공짜로 달라고 호소하여 얻다.,이웃에게 양식을 빌다.,표준국어대사전 용례,"바라는 바를 이루게 하여 달라고 신이나 사람, 사물 따위에 간청하다. | 잘못을 용서하여 달라고 호소하다.",12,168532
relation-438141-1,어휘 관계,빌다,,동음이의어 안에서 다의 관계,"바라는 바를 이루게 하여 달라고 신이나 사람, 사물 따위에 간청하다.",소녀는 하늘에 소원을 빌었다.,표준국어대사전 용례,남의 물건을 공짜로 달라고 호소하여 얻다.,11,438141
relation-438141-2,어휘 관계,빌다,,동음이의어 안에서 다의 관계,잘못을 용서하여 달라고 호소하다.,학생은 무릎을 꿇고 선생님께 용서를 빌었다.,표준국어대사전 용례,남의 물건을 공짜로 달라고 호소하여 얻다.,11,438141
relation-438190-1,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,박힌 물건이 제자리에서 나오다.,책상 다리에서 못이 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,12,438190
relation-438190-11,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,일정한 곳에서 다른 데로 벗어나다.,샛길로 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,"12,13",438190
relation-438190-12,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,생김새가 미끈하게 균형이 잡히다.,다리가 미끈하게 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,"12,13",438190
relation-438190-13,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,남이나 다른 것에 비해 뒤떨어지거나 모자라다.,그의 실력은 절대로 다른 경쟁자들에게 빠지지 않는다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,"12,13",438190
relation-438190-3,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,원래 있어야 할 것에서 모자라다.,구백 원만 있다면 천 원에서 백 원이 빠지는 셈이구나.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,12,438190
relation-438190-4,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,속에 있는 액체나 기체 또는 냄새 따위가 밖으로 새어 나가거나 흘러 나가다.,방에 냄새가 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,12,438190
relation-438190-5,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,"때, 빛깔 따위가 씻기거나 없어지다.",옷에 때가 쑥 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,12,438190
relation-438190-6,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,차례를 거르거나 일정하게 들어 있어야 할 곳에 들어 있지 아니하다.,이 책에는 중요한 내용이 빠져 있다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,12,438190
relation-438190-7,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,정신이나 기운이 줄거나 없어지다.,그 말을 들으니 다리에 기운이 빠져서 서 있을 수가 없었다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,"12,13",438190
relation-438190-8,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,어떤 일이나 모임에 참여하지 아니하다.,동창회에 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,"12,13",438190
relation-438190-9,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,그릇이나 신발 따위의 밑바닥이 떨어져 나가다.,구두가 밑창이 빠지다.,표준국어대사전 용례,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다. | 그럴듯한 말이나 꾐에 속아 넘어가다. | 잠이나 혼수상태에 들게 되다. | 무엇에 정신이 아주 쏠리어 헤어나지 못하다.,"12,13",438190
relation-438207-1,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,물이나 구덩이 따위 속으로 떨어져 잠기거나 잠겨 들어가다.,개울에 빠지다.,표준국어대사전 용례,"박힌 물건이 제자리에서 나오다. | 원래 있어야 할 것에서 모자라다. | 속에 있는 액체나 기체 또는 냄새 따위가 밖으로 새어 나가거나 흘러 나가다. | 때, 빛깔 따위가 씻기거나 없어지다. | 차례를 거르거나 일정하게 들어 있어야 할 곳에 들어 있지 아니하다. | 정신이나 기운이 줄거나 없어지다. | 어떤 일이나 모임에 참여하지 아니하다. | 그릇이나 신발 따위의 밑바닥이 떨어져 나가다.",13,438207
relation-438207-3,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,그럴듯한 말이나 꾐에 속아 넘어가다.,유혹에 빠지다.,표준국어대사전 용례,"박힌 물건이 제자리에서 나오다. | 원래 있어야 할 것에서 모자라다. | 속에 있는 액체나 기체 또는 냄새 따위가 밖으로 새어 나가거나 흘러 나가다. | 때, 빛깔 따위가 씻기거나 없어지다. | 차례를 거르거나 일정하게 들어 있어야 할 곳에 들어 있지 아니하다. | 정신이나 기운이 줄거나 없어지다. | 어떤 일이나 모임에 참여하지 아니하다. | 그릇이나 신발 따위의 밑바닥이 떨어져 나가다.",13,438207
relation-438207-4,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,잠이나 혼수상태에 들게 되다.,그는 너무나 깊은 잠에 빠져서 일어날 줄을 모른다.,표준국어대사전 용례,"박힌 물건이 제자리에서 나오다. | 원래 있어야 할 것에서 모자라다. | 속에 있는 액체나 기체 또는 냄새 따위가 밖으로 새어 나가거나 흘러 나가다. | 때, 빛깔 따위가 씻기거나 없어지다. | 차례를 거르거나 일정하게 들어 있어야 할 곳에 들어 있지 아니하다. | 정신이나 기운이 줄거나 없어지다. | 어떤 일이나 모임에 참여하지 아니하다. | 그릇이나 신발 따위의 밑바닥이 떨어져 나가다.",13,438207
relation-438207-5,어휘 관계,빠지다,,동음이의어 안에서 다의 관계,무엇에 정신이 아주 쏠리어 헤어나지 못하다.,사랑에 빠지다.,표준국어대사전 용례,"박힌 물건이 제자리에서 나오다. | 원래 있어야 할 것에서 모자라다. | 속에 있는 액체나 기체 또는 냄새 따위가 밖으로 새어 나가거나 흘러 나가다. | 때, 빛깔 따위가 씻기거나 없어지다. | 차례를 거르거나 일정하게 들어 있어야 할 곳에 들어 있지 아니하다. | 정신이나 기운이 줄거나 없어지다. | 어떤 일이나 모임에 참여하지 아니하다. | 그릇이나 신발 따위의 밑바닥이 떨어져 나가다.",13,438207
relation-442277-2,어휘 관계,살다,,다의 관계,불 따위가 타거나 비치고 있는 상태에 있다.,화롯불이 살다.,표준국어대사전 용례,,"12,13",442277
relation-442277-3,어휘 관계,살다,,다의 관계,본래 가지고 있던 색깔이나 특징 따위가 그대로 있거나 뚜렷이 나타나다.,개성이 살아 있는 글.,표준국어대사전 용례,,"12,13",442277
relation-442277-4,어휘 관계,살다,,다의 관계,성질이나 기운 따위가 뚜렷이 나타나다.,칭찬 몇 마디 해 주었더니 기운이 살아서 잘난 척이다.,표준국어대사전 용례,,"12,13",442277
relation-442277-5,어휘 관계,살다,,다의 관계,마음이나 의식 속에 남아 있거나 생생하게 일어나다.,어렸을 때 배운 노래 한 구절이 머릿속에 아직도 살아 있다.,표준국어대사전 용례,,"12,13",442277
relation-442277-6,어휘 관계,살다,,다의 관계,움직이던 물체가 멈추지 않고 제 기능을 하다.,그렇게 세게 부딪혔는데도 시계가 살아 있다.,표준국어대사전 용례,,"12,13",442277
relation-442277-7,어휘 관계,살다,,다의 관계,"경기나 놀이 따위에서, 상대편에게 잡히지 않고 제 기능을 하다.",포는 죽고 차만 살아 있다.,표준국어대사전 용례,,13,442277
relation-442277-8,어휘 관계,살다,,다의 관계,"글이나 말, 또는 어떤 현상의 효력 따위가 현실과 관련되어 생동성이 있다.",산 역사.,표준국어대사전 용례,,13,442277
relation-441353-1,어휘 관계,살피다,,다의 관계,두루두루 주의하여 자세히 보다.,사방을 살피다.,표준국어대사전 용례,,13,441353
relation-441353-2,어휘 관계,살피다,,다의 관계,형편이나 사정 따위를 자세히 알아보다.,민심을 살피다.,표준국어대사전 용례,,13,441353
relation-441353-3,어휘 관계,살피다,,다의 관계,자세히 따지거나 헤아려 보다.,"감정을 헤아리는 것은, 자기의 위치를 잡아, 상대방과의 관계를 살피는 일이며, 그 감정을 올바르게 표현한다는 뜻이다.",표준국어대사전 용례,,13,441353
confusable-446589-1,어휘 관계,새다,,혼동하기 쉬운 어휘: 새다 / 세다,"기체, 액체 따위가 틈이나 구멍으로 조금씩 빠져 나가거나 나오다.",지붕에서 비가 샌다.,표준국어대사전 용례,세다: 머리카락이나 수염 따위의 털이 희어지다.,24,446589
confusable-443127-1,어휘 관계,세다,,혼동하기 쉬운 어휘: 새다 / 세다,머리카락이나 수염 따위의 털이 희어지다.,머리가 허옇게 세다.,표준국어대사전 용례,"새다: 기체, 액체 따위가 틈이나 구멍으로 조금씩 빠져 나가거나 나오다.",24,443127
relation-448742-2,어휘 관계,손,,다의 관계,손끝의 다섯 개로 갈라진 부분. 또는 그것 하나하나.,손에 반지를 끼다.,표준국어대사전 용례,,14,448742
relation-448742-4,어휘 관계,손,,다의 관계,"어떤 일을 하는 데 드는 사람의 힘이나 노력, 기술.",나는 부모님이 돌아가셔서 할머니의 손에서 자랐다.,표준국어대사전 용례,,14,448742
relation-448742-5,어휘 관계,손,,다의 관계,어떤 사람의 영향력이나 권한이 미치는 범위.,손에 넣다.,표준국어대사전 용례,,"14,15",448742
relation-211089-1,어휘 관계,쓰다,,동음이의 관계,장기나 윷놀이 따위에서 말을 규정대로 옮겨 놓다.,윷놀이는 말을 잘 쓰는 것이 제일 중요하다.,표준국어대사전 용례,"어떤 일을 하는 데에 재료나 도구, 수단을 이용하다. | 사람에게 어떤 일을 하게 하다. | 다른 사람에게 베풀거나 내다.",15,211089
relation-453352-1,어휘 관계,쓰다,,동음이의어 안에서 다의 관계,"어떤 일을 하는 데에 재료나 도구, 수단을 이용하다.",빨래하는 데에 합성 세제를 많이 쓴다고 빨래가 깨끗하게 되는 것은 아니다.,표준국어대사전 용례,장기나 윷놀이 따위에서 말을 규정대로 옮겨 놓다.,"14,15",453352
relation-453352-2,어휘 관계,쓰다,,동음이의어 안에서 다의 관계,사람에게 어떤 일을 하게 하다.,하수도 공사에 인부를 쓴다.,표준국어대사전 용례,장기나 윷놀이 따위에서 말을 규정대로 옮겨 놓다.,"14,15",453352
relation-453352-3,어휘 관계,쓰다,,동음이의어 안에서 다의 관계,다른 사람에게 베풀거나 내다.,그는 취직 기념으로 친구들에게 한턱을 썼다.,표준국어대사전 용례,장기나 윷놀이 따위에서 말을 규정대로 옮겨 놓다.,15,453352
relation-455823-1,어휘 관계,어리다,,동음이의어 안에서 다의 관계,나이가 적다. 10대 전반을 넘지 않은 나이를 이른다.,나는 어린 시절을 시골에서 보냈다.,표준국어대사전 용례,"어떤 현상, 기운, 추억 따위가 배어 있거나 은근히 드러나다. | 빛이나 그림자, 모습 따위가 희미하게 비치다. | 연기, 안개, 구름 따위가 한곳에 모여 나타나다.",14,455823
relation-455823-3,어휘 관계,어리다,,동음이의어 안에서 다의 관계,동물이나 식물 따위가 난 지 얼마 안 되어 작고 여리다.,어린 묘목을 옮겨 심다.,표준국어대사전 용례,"어떤 현상, 기운, 추억 따위가 배어 있거나 은근히 드러나다. | 빛이나 그림자, 모습 따위가 희미하게 비치다. | 연기, 안개, 구름 따위가 한곳에 모여 나타나다.",14,455823
relation-455823-4,어휘 관계,어리다,,동음이의어 안에서 다의 관계,생각이 모자라거나 경험이 적거나 수준이 낮다.,저의 어린 소견을 끝까지 경청해 주셔서 고맙습니다.,표준국어대사전 용례,"어떤 현상, 기운, 추억 따위가 배어 있거나 은근히 드러나다. | 빛이나 그림자, 모습 따위가 희미하게 비치다. | 연기, 안개, 구름 따위가 한곳에 모여 나타나다.",14,455823
relation-461548-2,어휘 관계,어리다,,동음이의어 안에서 다의 관계,"어떤 현상, 기운, 추억 따위가 배어 있거나 은근히 드러나다.",정성 어린 선물.,표준국어대사전 용례,나이가 적다. 10대 전반을 넘지 않은 나이를 이른다. | 동물이나 식물 따위가 난 지 얼마 안 되어 작고 여리다. | 생각이 모자라거나 경험이 적거나 수준이 낮다.,14,461548
relation-461548-3,어휘 관계,어리다,,동음이의어 안에서 다의 관계,"빛이나 그림자, 모습 따위가 희미하게 비치다.",수면에 어리는 그림자.,표준국어대사전 용례,나이가 적다. 10대 전반을 넘지 않은 나이를 이른다. | 동물이나 식물 따위가 난 지 얼마 안 되어 작고 여리다. | 생각이 모자라거나 경험이 적거나 수준이 낮다.,14,461548
relation-461548-4,어휘 관계,어리다,,동음이의어 안에서 다의 관계,"연기, 안개, 구름 따위가 한곳에 모여 나타나다.",앞들 무논 위에 아지랑이가 어리기 시작한다.,표준국어대사전 용례,나이가 적다. 10대 전반을 넘지 않은 나이를 이른다. | 동물이나 식물 따위가 난 지 얼마 안 되어 작고 여리다. | 생각이 모자라거나 경험이 적거나 수준이 낮다.,14,461548
relation-461262-1,어휘 관계,오르다,,다의 관계,사람이나 동물 따위가 아래에서 위쪽으로 움직여 가다.,산에 오르다.,표준국어대사전 용례,,"14,15",461262
relation-461262-2,어휘 관계,오르다,,다의 관계,지위나 신분 따위를 얻게 되다.,왕위에 오르다.,표준국어대사전 용례,,"14,15",461262
relation-465180-1,어휘 관계,울다,,다의 관계,"기쁨, 슬픔 따위의 감정을 억누르지 못하거나 아픔을 참지 못하여 눈물을 흘리다. 또는 그렇게 눈물을 흘리면서 소리를 내다.",승리의 기쁨에 넘쳐 우는 선수들.,표준국어대사전 용례,,16,465180
relation-465180-2,어휘 관계,울다,,다의 관계,"짐승, 벌레, 바람 따위가 소리를 내다.",늑대 우는 소리.,표준국어대사전 용례,,16,465180
relation-465180-3,어휘 관계,울다,,다의 관계,물체가 바람 따위에 흔들리거나 움직여 소리가 나다.,전깃줄이 바람에 운다.,표준국어대사전 용례,,16,465180
relation-465180-4,어휘 관계,울다,,다의 관계,"종이나 천둥, 벨 따위가 소리를 내다.",천둥이 우는 소리.,표준국어대사전 용례,,16,465180
relation-465180-5,어휘 관계,울다,,다의 관계,병적으로 일정한 높이로 계속되는 소리가 실제로는 들리지 않는데도 들리는 것처럼 느끼다.,귀에서 우는 소리가 난다.,표준국어대사전 용례,,16,465180
relation-465180-6,어휘 관계,울다,,다의 관계,(비유적으로) 상대를 때리거나 공격할 수 없어 분한 마음을 느끼다.,주먹이 운다 울어.,표준국어대사전 용례,,16,465180
relation-268252-1,어휘 관계,익다,,동음이의어 안에서 다의 관계,자주 경험하여 조금도 서투르지 않다.,이젠 바느질 솜씨가 손끝에 제법 익었다.,표준국어대사전 용례,"고기나 채소, 곡식 따위의 날것이 뜨거운 열을 받아 그 성질과 맛이 달라지다. | 불이나 볕을 오래 쬐거나 뜨거운 물에 담가서 살갗이 빨갛게 되다. | 사물이나 시기 따위가 충분히 마련되거나 알맞게 되다.","16,17",268252
relation-268252-3,어휘 관계,익다,,동음이의어 안에서 다의 관계,눈이 어둡거나 밝은 곳에 적응한 상태에 있다.,어둠에 눈이 익자 낯익은 방 안 풍경이 조금씩 드러났다.,표준국어대사전 용례,"고기나 채소, 곡식 따위의 날것이 뜨거운 열을 받아 그 성질과 맛이 달라지다. | 불이나 볕을 오래 쬐거나 뜨거운 물에 담가서 살갗이 빨갛게 되다. | 사물이나 시기 따위가 충분히 마련되거나 알맞게 되다.",17,268252
relation-468023-2,어휘 관계,익다,,동음이의어 안에서 다의 관계,"고기나 채소, 곡식 따위의 날것이 뜨거운 열을 받아 그 성질과 맛이 달라지다.",고기가 푹 익다.,표준국어대사전 용례,자주 경험하여 조금도 서투르지 않다. | 눈이 어둡거나 밝은 곳에 적응한 상태에 있다.,"16,17",468023
relation-468023-4,어휘 관계,익다,,동음이의어 안에서 다의 관계,불이나 볕을 오래 쬐거나 뜨거운 물에 담가서 살갗이 빨갛게 되다.,벌거벗고 땡볕에 돌아다녔더니 살이 익었다.,표준국어대사전 용례,자주 경험하여 조금도 서투르지 않다. | 눈이 어둡거나 밝은 곳에 적응한 상태에 있다.,"16,17",468023
relation-468023-6,어휘 관계,익다,,동음이의어 안에서 다의 관계,사물이나 시기 따위가 충분히 마련되거나 알맞게 되다.,큰딸은 두어 달 전에야 옛날 전봉준이가 살던 동골이란 동네로 혼담이 익어 가고 있다고 했다.,표준국어대사전 용례,자주 경험하여 조금도 서투르지 않다. | 눈이 어둡거나 밝은 곳에 적응한 상태에 있다.,"16,17",468023
relation-472348-2,어휘 관계,일다,,다의 관계,희미하거나 약하던 것이 왕성하여지다.,불꽃같이 일다.,표준국어대사전 용례,,17,472348
relation-472348-3,어휘 관계,일다,,다의 관계,겉으로 부풀거나 위로 솟아오르다.,보풀이 일다.,표준국어대사전 용례,,17,472348
relation-278600-1,어휘 관계,잘다,,다의 관계,"알곡이나 과일, 모래 따위의 둥근 물건이나 글씨 따위의 크기가 작다.",알약이 너무 커서 잘게 부순 다음 삼켰다.,표준국어대사전 용례,,16,278600
relation-278600-2,어휘 관계,잘다,,다의 관계,길이가 있는 물건의 몸피가 가늘고 작다.,못이 잘다.,표준국어대사전 용례,,16,278600
relation-278600-5,어휘 관계,잘다,,다의 관계,생각이나 성질이 대담하지 못하고 좀스럽다.,그는 사람 됨됨이가 잘고 경망스러워 보인다.,표준국어대사전 용례,,16,278600
relation-488714-1,어휘 관계,줄다,,다의 관계,"물체의 길이나 넓이, 부피 따위가 본디보다 작아지다.",소매 길이가 줄다.,표준국어대사전 용례,,16,488714
relation-488714-2,어휘 관계,줄다,,다의 관계,수나 분량이 본디보다 적어지다.,인원이 줄다.,표준국어대사전 용례,,16,488714
relation-488714-3,어휘 관계,줄다,,다의 관계,힘이나 세력 따위가 본디보다 못하게 되다.,속력이 줄다.,표준국어대사전 용례,,"16,17",488714
relation-488714-4,어휘 관계,줄다,,다의 관계,"재주나 능력, 실력 따위가 본디보다 못하게 되다.",수학 실력이 줄다.,표준국어대사전 용례,,"16,17",488714
relation-488714-5,어휘 관계,줄다,,다의 관계,살림이 어려워지거나 본디보다 못하여지다.,주는 것은 살림살이요 느는 것을 빚뿐일세.,표준국어대사전 용례,,"16,17",488714
relation-312902-1,어휘 관계,지르다,,동음이의 관계,목청을 높여 소리를 크게 내다.,괴성을 지르다.,표준국어대사전 용례,"팔다리나 막대기 따위를 내뻗치어 대상물을 힘껏 건드리다. | 냄새가 갑자기 후각을 자극하다. | 도박이나 내기에서, 돈이나 물건 따위를 걸다. | 양쪽 사이를 막대기나 줄 따위로 가로 건너막거나 내리꽂다.",17,312902
relation-484111-1,어휘 관계,지르다,,동음이의어 안에서 다의 관계,팔다리나 막대기 따위를 내뻗치어 대상물을 힘껏 건드리다.,한 아이가 골문을 향해 공을 힘차게 지른다.,표준국어대사전 용례,목청을 높여 소리를 크게 내다.,"16,17",484111
relation-484111-2,어휘 관계,지르다,,동음이의어 안에서 다의 관계,냄새가 갑자기 후각을 자극하다.,구린내가 코를 지른다.,표준국어대사전 용례,목청을 높여 소리를 크게 내다.,"16,17",484111
relation-484111-3,어휘 관계,지르다,,동음이의어 안에서 다의 관계,"도박이나 내기에서, 돈이나 물건 따위를 걸다.",판돈을 지르다.,표준국어대사전 용례,목청을 높여 소리를 크게 내다.,"16,17",484111
relation-484111-5,어휘 관계,지르다,,동음이의어 안에서 다의 관계,양쪽 사이를 막대기나 줄 따위로 가로 건너막거나 내리꽂다.,머리에 비녀를 지르다.,표준국어대사전 용례,목청을 높여 소리를 크게 내다.,"16,17",484111
relation-318733-1,어휘 관계,짜다,,동음이의어 안에서 다의 관계,누르거나 비틀어서 물기나 기름 따위를 빼내다.,여드름을 짜다.,표준국어대사전 용례,사개를 맞추어 가구나 상자 따위를 만들다. | 계획이나 일정 따위를 세우다.,18,318733
relation-318733-2,어휘 관계,짜다,,동음이의어 안에서 다의 관계,온갖 수단을 써서 남의 재물 따위를 빼앗다.,그들은 갖은 수단으로 사람들의 재물을 짜내려 했다.,PDF 뜻풀이를 바탕으로 작성한 학습용 문장,사개를 맞추어 가구나 상자 따위를 만들다. | 계획이나 일정 따위를 세우다.,18,318733
relation-318733-3,어휘 관계,짜다,,동음이의어 안에서 다의 관계,"어떤 새로운 것을 생각해 내기 위하여 온 힘을 기울이거나, 온 정신을 기울이다.",생각을 짜다.,표준국어대사전 용례,사개를 맞추어 가구나 상자 따위를 만들다. | 계획이나 일정 따위를 세우다.,18,318733
relation-490442-1,어휘 관계,짜다,,동음이의어 안에서 다의 관계,사개를 맞추어 가구나 상자 따위를 만들다.,관을 짜다.,표준국어대사전 용례,"누르거나 비틀어서 물기나 기름 따위를 빼내다. | 온갖 수단을 써서 남의 재물 따위를 빼앗다. | 어떤 새로운 것을 생각해 내기 위하여 온 힘을 기울이거나, 온 정신을 기울이다.",17,490442
relation-490442-5,어휘 관계,짜다,,동음이의어 안에서 다의 관계,계획이나 일정 따위를 세우다.,생활 계획표를 짜다.,표준국어대사전 용례,"누르거나 비틀어서 물기나 기름 따위를 빼내다. | 온갖 수단을 써서 남의 재물 따위를 빼앗다. | 어떤 새로운 것을 생각해 내기 위하여 온 힘을 기울이거나, 온 정신을 기울이다.",18,490442
relation-318021-1,어휘 관계,차다,,동음이의어 안에서 다의 관계,발로 내어 지르거나 받아 올리다.,공을 차다.,표준국어대사전 용례,"일정한 공간에 사람, 사물, 냄새 따위가 더 들어갈 수 없이 가득하게 되다. | 감정이나 기운 따위가 가득하게 되다. | 어떤 대상이 흡족하게 마음에 들다. | 어떤 높이나 한도에 이르는 상태가 되다.","18,19",318021
relation-318021-3,어휘 관계,차다,,동음이의어 안에서 다의 관계,혀끝을 입천장 앞쪽에 붙였다가 떼어 소리를 내다.,혀를 끌끌 차다.,표준국어대사전 용례,"일정한 공간에 사람, 사물, 냄새 따위가 더 들어갈 수 없이 가득하게 되다. | 감정이나 기운 따위가 가득하게 되다. | 어떤 대상이 흡족하게 마음에 들다. | 어떤 높이나 한도에 이르는 상태가 되다.","18,19",318021
relation-318021-5,어휘 관계,차다,,동음이의어 안에서 다의 관계,(속되게) 주로 남녀 관계에서 일방적으로 관계를 끊다.,그는 5년을 사귄 여인을 차 버렸다.,표준국어대사전 용례,"일정한 공간에 사람, 사물, 냄새 따위가 더 들어갈 수 없이 가득하게 되다. | 감정이나 기운 따위가 가득하게 되다. | 어떤 대상이 흡족하게 마음에 들다. | 어떤 높이나 한도에 이르는 상태가 되다.","18,19",318021
relation-318021-6,어휘 관계,차다,,동음이의어 안에서 다의 관계,날쌔게 빼앗거나 움켜 가지다.,매가 병아리를 차서 하늘 높이 날아갔다.,표준국어대사전 용례,"일정한 공간에 사람, 사물, 냄새 따위가 더 들어갈 수 없이 가득하게 되다. | 감정이나 기운 따위가 가득하게 되다. | 어떤 대상이 흡족하게 마음에 들다. | 어떤 높이나 한도에 이르는 상태가 되다.",19,318021
relation-318021-7,어휘 관계,차다,,동음이의어 안에서 다의 관계,(비유적으로) 자기에게 베풀어지거나 차례가 오는 것을 받아들이지 않다.,들어오는 복을 차다.,표준국어대사전 용례,"일정한 공간에 사람, 사물, 냄새 따위가 더 들어갈 수 없이 가득하게 되다. | 감정이나 기운 따위가 가득하게 되다. | 어떤 대상이 흡족하게 마음에 들다. | 어떤 높이나 한도에 이르는 상태가 되다.",19,318021
